film,scene_name,character,dialogue,dialogue_cleaned,location
The Return of the King,Shelob's Lair,Frodo,"Now that I'm here, I don't think I want to.",im dont think want,1278 659
The Return of the King,Shelob's Lair,Gollum,It's the only way! Go in or go back.,way go go back,1278 659
The Return of the King,Shelob's Lair,Frodo,I cannot go back.,go back,1278 659
The Return of the King,Shelob's Lair,Frodo,What's that smell?,whats smell,1278 659
The Return of the King,Shelob's Lair,Gollum,Orcses filth. Orcses come in here sometimes.,orcses filth orcses come sometimes,1278 659
The Return of the King,Shelob's Lair,Gollum,Hurry!,hurry,1278 659
The Return of the King,Shelob's Lair,Frodo,Sméagol?,sméagol,1278 659
The Return of the King,Shelob's Lair,Gollum,Over here!,,1278 659
The Return of the King,Shelob's Lair,Frodo,Ahh! It's sticky! What is it?,ahh sticky,1278 659
The Return of the King,Shelob's Lair,Gollum,"You will see. Oh yes,you will see.",see oh yesyou see,1278 659
The Return of the King,Shelob's Lair,Frodo,Sméagol? Sméagol? Sméagol!,sméagol sméagol sméagol,1278 659
The Return of the King,Shelob's Lair,Frodo,Sam.,sam,1278 659
The Return of the King,Shelob's Lair,Frodo,Ah! Ah!,ah ah,1278 659
The Return of the King,Shelob's Lair,Galadriel,"And you, Frodo Baggins, I give you the Light of Eärendil, our most beloved star. May it be a light for you in dark places, when all other lights go out.",frodo baggins give light eärendil beloved star may light dark place light go,
The Return of the King,Shelob's Lair,Frodo,Aiya Eärendil Elenion Ancalima! (Hail Eärendil brightest of the Stars!),aiya eärendil elenion ancalima hail eärendil brightest star,1278 659
The Return of the King,Shelob's Lair,Frodo,Ugh!,ugh,1278 659
The Return of the King,Shelob's Lair,Gollum,"Naughty little fly, why does it cry? Caught in a web! Soon you'll be eaten.",naughty little fly cry caught web soon youll eaten,1278 659
The Return of the King,Shelob's Lair,Gollum,"Got away, did it, precious! Not this time! Notthistime!",got away precious time notthistime,1278 659
The Return of the King,Shelob's Lair,Frodo,No!,,1278 659
The Return of the King,Shelob's Lair,Gollum,It wasn't us! It wasn't us! Sméagol wouldn't hurt Master! We promised!,wasnt u wasnt u sméagol wouldnt hurt master promised,1278 659
The Return of the King,Shelob's Lair,Gollum,You must believe us. It was the Precious! The Precious made us do it!,must believe u precious precious made u,1278 659
The Return of the King,Shelob's Lair,Frodo,"I have to destroy It, Sméagol. I have to destroy It for both our sakes.",destroy sméagol destroy sake,1278 659
The Return of the King,Shelob's Lair,Gollum,No!,,1278 659
The Return of the King,Shelob's Lair,Gollum,Ah!,ah,1278 659
The Return of the King,Shelob's Lair,Frodo,"I'm so sorry, Sam. So sorry.",im sorry sam sorry,1278 659
